caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,target_binary,target_multi
1946-050,1946-050-01,1946-050-01-01,1946-050-01-01-01,2/10/1947,1,330 U.S. 75,67 S. Ct. 556,91 L. Ed. 754,1947 U.S. LEXIS 2960,1946,1301,Vinson,20,UNITED PUBLIC WORKERS OF AMERICA (C. I. O.) ET AL. v. MITCHELL ET AL.,12/3/1945,10/17/1946,8.0,60.0,320.0,,2.0,20.0,,1.0,55.0,10.0,55.0,10.0,0.0,1.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,90340.0,9.0,1.0,0.0,4.0,,4.0,403.0,,79.0,74.0,1,4,3,0.0,0
1946-051,1946-051-01,1946-051-01-01,1946-051-01-01-01,2/10/1947,1,330 U.S. 127,67 S. Ct. 544,91 L. Ed. 794,1947 U.S. LEXIS 2860,1946,1301,Vinson,84,OKLAHOMA v. UNITED STATES CIVIL SERVICE COMMISSION,10/17/1946,,28.0,42.0,320.0,,1.0,20.0,,0.0,106.0,42.0,30.0,,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30010.0,3.0,1.0,0.0,1.0,,6.0,600.0,18 U.S.C. Â§ 12,79.0,87.0,1,5,2,0.0,0
1946-052,1946-052-01,1946-052-01-01,1946-052-01-01-01,2/17/1947,1,330 U.S. 158,67 S. Ct. 644,91 L. Ed. 816,1947 U.S. LEXIS 2958,1946,1301,Vinson,335,"WALLING, WAGE AND HOUR ADMINISTRATOR, v. NASHVILLE, CHATTANOOGA & ST. LOUIS RAILWAY",1/17/1947,,371.0,,151.0,,1.0,,,0.0,117.0,50.0,26.0,,1.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70040.0,7.0,1.0,0.0,4.0,,3.0,334.0,,78.0,87.0,1,9,0,0.0,0
1946-053,1946-053-01,1946-053-01-01,1946-053-01-01-01,2/17/1947,1,330 U.S. 160,67 S. Ct. 645,91 L. Ed. 818,1947 U.S. LEXIS 2647,1946,1301,Vinson,190,BOZZA v. UNITED STATES,1/7/1947,,100.0,,27.0,,1.0,,,0.0,92.0,35.0,23.0,,0.0,12.0,6.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10170.0,1.0,1.0,0.0,1.0,,2.0,206.0,,78.0,87.0,1,9,0,1.0,1
1946-054,1946-054-01,1946-054-01-01,1946-054-01-01-01,2/17/1947,1,330 U.S. 169,67 S. Ct. 650,91 L. Ed. 823,1947 U.S. LEXIS 2648,1946,1301,Vinson,141,CONFEDERATED BANDS OF UTE INDIANS v. UNITED STATES,1/14/1947,,170.0,,27.0,,1.0,,,0.0,3.0,,3.0,,0.0,12.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20150.0,2.0,1.0,0.0,4.0,,5.0,511.0,,78.0,87.0,1,6,3,0.0,0
1946-055,1946-055-01,1946-055-01-01,1946-055-01-01-01,2/17/1947,1,330 U.S. 183,67 S. Ct. 657,91 L. Ed. 832,1947 U.S. LEXIS 2649,1946,1301,Vinson,31,ANGEL v. BULLINGTON,3/5/1946,11/18/1946,123.0,,233.0,,1.0,,,0.0,100.0,38.0,24.0,,0.0,10.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,90460.0,9.0,1.0,0.0,7.0,,5.0,506.0,,80.0,78.0,1,6,3,1.0,1
1946-056,1946-056-01,1946-056-01-01,1946-056-01-01-01,3/3/1947,1,330 U.S. 212,67 S. Ct. 752,91 L. Ed. 849,1947 U.S. LEXIS 2582,1946,1301,Vinson,184,CONE v. WEST VIRGINIA PULP & PAPER CO.,2/3/1947,,195.0,,243.0,,1.0,,,0.0,114.0,48.0,24.0,,0.0,11.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90330.0,9.0,1.0,0.0,4.0,,4.0,400.0,,78.0,87.0,1,9,0,1.0,1
1946-057,1946-057-01,1946-057-01-01,1946-057-01-01-01,3/3/1947,1,330 U.S. 219,67 S. Ct. 756,91 L. Ed. 854,1947 U.S. LEXIS 2955,1946,1301,Vinson,38,NATIONAL LABOR RELATIONS BOARD v. DONNELLY GARMENT CO. ET AL.,10/16/1946,,382.0,,151.0,,1.0,82.0,,0.0,28.0,,28.0,,1.0,10.0,9.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,70070.0,7.0,2.0,0.0,5.0,1.0,2.0,207.0,,80.0,87.0,1,9,0,1.0,2
1946-058,1946-058-01,1946-058-01-01,1946-058-01-01-01,3/3/1947,1,330 U.S. 238,67 S. Ct. 742,91 L. Ed. 868,1947 U.S. LEXIS 2893,1946,1301,Vinson,56,"UNITED STATES v. POWELL ET AL., RECEIVERS",1/13/1947,,27.0,,231.0,,1.0,,,0.0,126.0,55.0,24.0,,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80220.0,8.0,1.0,0.0,4.0,,6.0,600.0,49 U.S.C. Â§ 65,81.0,79.0,1,8,1,0.0,0
1946-059,1946-059-01,1946-059-01-01,1946-059-01-01-01,3/3/1947,1,330 U.S. 248,67 S. Ct. 747,91 L. Ed. 876,1947 U.S. LEXIS 2859,1946,1301,Vinson,400,NORTHERN PACIFIC RAILWAY CO. v. UNITED STATES,1/13/1947,,231.0,,27.0,,1.0,,,0.0,133.0,58.0,27.0,,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80220.0,8.0,2.0,0.0,4.0,,6.0,600.0,49 U.S.C. Â§ 65,81.0,87.0,1,9,0,0.0,0
1946-060,1946-060-01,1946-060-01-01,1946-060-01-01-01,3/6/1947,1,330 U.S. 258,67 S. Ct. 677,91 L. Ed. 884,1947 U.S. LEXIS 2954,1946,1301,Vinson,759,UNITED STATES v. UNITED MINE WORKERS OF AMERICA,1/14/1947,,27.0,,249.0,,1.0,,,0.0,55.0,10.0,32.0,,0.0,13.0,,2.0,1.0,2.0,1.0,1.0,0.0,0.0,10080.0,1.0,1.0,0.0,4.0,,6.0,600.0,50 U.S.C. Â§ 1501,87.0,87.0,1,5,4,0.0,0
1946-061,1946-061-01,1946-061-01-01,1946-061-01-01-01,3/10/1947,1,330 U.S. 386,67 S. Ct. 810,91 L. Ed. 967,1947 U.S. LEXIS 2950,1946,1301,Vinson,431,TESTA ET AL. v. KATT,2/14/1947,,123.0,,125.0,,1.0,,,0.0,302.0,47.0,301.0,47.0,0.0,3.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,100050.0,10.0,2.0,0.0,2.0,,1.0,148.0,,78.0,87.0,1,9,0,1.0,2
1946-062,1946-062-01,1946-062-01-01,1946-062-01-01-01,3/10/1947,1,330 U.S. 395,67 S. Ct. 775,91 L. Ed. 973,1947 U.S. LEXIS 2951,1946,1301,Vinson,6,UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA v. UNITED STATES,3/8/1945,10/15/1946,249.0,,27.0,,1.0,,,0.0,50.0,6.0,29.0,,0.0,3.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,70020.0,7.0,1.0,0.0,4.0,,3.0,367.0,,79.0,74.0,1,5,3,1.0,2
1946-063,1946-063-01,1946-063-01-01,1946-063-01-01-01,3/10/1947,1,330 U.S. 422,67 S. Ct. 815,91 L. Ed. 993,1947 U.S. LEXIS 2872,1946,1301,Vinson,29,"JOSEPH, COMPTROLLER, et al. v. CARTER & WEEKES STEVEDORING CO.",3/1/1946,11/12/1946,19.0,37.0,25.0,37.0,1.0,117.0,37.0,0.0,302.0,37.0,301.0,37.0,0.0,11.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,80100.0,8.0,1.0,0.0,2.0,,1.0,111.0,,79.0,74.0,1,5,4,0.0,0
1946-064,1946-064-01,1946-064-01-01,1946-064-01-01-01,3/10/1947,1,330 U.S. 446,67 S. Ct. 847,91 L. Ed. 1011,1947 U.S. LEXIS 2873,1946,1301,Vinson,69,"AMERICAN STEVEDORES, INC. v. PORELLO ET AL.",12/11/1946,,116.0,,145.0,,1.0,,,0.0,96.0,37.0,22.0,,0.0,10.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,80050.0,8.0,2.0,0.0,4.0,,6.0,600.0,46 U.S.C. Â§ 781,79.0,78.0,1,7,2,1.0,1
1946-065,1946-065-01,1946-065-01-01,1946-065-01-01-01,3/10/1947,1,330 U.S. 464,67 S. Ct. 798,91 L. Ed. 1024,1947 U.S. LEXIS 2550,1946,1301,Vinson,432,AETNA CASUALTY & SURETY CO. ET AL. v. FLOWERS,2/13/1947,,171.0,,145.0,,1.0,,,0.0,116.0,50.0,26.0,,0.0,4.0,11.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,90140.0,9.0,2.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 41,81.0,87.0,1,9,0,1.0,2
1946-066,1946-066-01,1946-066-01-01,1946-066-01-01-01,3/10/1947,1,330 U.S. 469,67 S. Ct. 801,91 L. Ed. 1028,1947 U.S. LEXIS 2874,1946,1301,Vinson,265,"CARDILLO, DEPUTY COMMISSIONER, UNITED STATES EMPLOYEES' COMPENSATION COMMISSION, v. LIBERTY MUTUAL INSURANCE CO. ET AL.",1/10/1947,,331.0,,171.0,,1.0,31.0,,0.0,55.0,10.0,32.0,,1.0,4.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,80040.0,8.0,2.0,0.0,1.0,,1.0,143.0,,82.0,78.0,1,7,2,1.0,1
1946-067,1946-067-01,1946-067-01-01,1946-067-01-01-01,3/10/1947,1,330 U.S. 485,67 S. Ct. 789,91 L. Ed. 1040,1947 U.S. LEXIS 2854,1946,1301,Vinson,658,PACKARD MOTOR CAR CO. v. NATIONAL LABOR RELATIONS BOARD,1/9/1947,,189.0,,382.0,,1.0,82.0,,0.0,26.0,,26.0,,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,70070.0,7.0,2.0,0.0,4.0,,3.0,356.0,,84.0,78.0,1,5,4,0.0,0
1946-068,1946-068-01,1946-068-01-01,1946-068-01-01-01,3/10/1947,1,330 U.S. 501,67 S. Ct. 839,91 L. Ed. 1055,1947 U.S. LEXIS 2551,1946,1301,Vinson,93,"GULF OIL CORP. v. GILBERT, DOING BUSINESS AS GILBERT STORAGE & TRANSFER CO.",12/18/1946,,198.0,,122.0,,1.0,,,0.0,96.0,,22.0,,1.0,12.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,90140.0,9.0,2.0,0.0,7.0,,,,,84.0,87.0,1,5,4,1.0,1
1946-069,1946-069-01,1946-069-01-01,1946-069-01-01-01,3/10/1947,1,330 U.S. 518,67 S. Ct. 828,91 L. Ed. 1067,1947 U.S. LEXIS 2552,1946,1301,Vinson,206,KOSTER v. (AMERICAN) LUMBERMENS MUTUAL CASUALTY CO.,12/19/1946,,237.0,,171.0,,1.0,,,0.0,94.0,37.0,22.0,,1.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,90140.0,9.0,2.0,0.0,7.0,4.0,4.0,400.0,,84.0,87.0,1,5,4,0.0,0
1946-070,1946-070-01,1946-070-01-01,1946-070-01-01-01,3/17/1947,1,330 U.S. 539,67 S. Ct. 891,91 L. Ed. 1082,1947 U.S. LEXIS 2526,1946,1301,Vinson,417,"UNITED STATES DEPARTMENT OF AGRICULTURE, EMERGENCY CROP AND FEED LOANS v. REMUND, ADMINISTRATOR",2/5/1947,,304.0,,102.0,,1.0,37.0,,0.0,302.0,49.0,300.0,49.0,0.0,10.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,120030.0,12.0,2.0,0.0,4.0,,6.0,600.0,31 U.S.C. Â§ 191,82.0,87.0,1,8,1,1.0,1
1946-071,1946-071-01,1946-071-01-01,1946-071-01-01-01,3/31/1947,1,330 U.S. 545,67 S. Ct. 883,91 L. Ed. 1088,1947 U.S. LEXIS 2944,1946,1301,Vinson,564,"WALLING, WAGE AND HOUR ADMINISTRATOR, v. GENERAL INDUSTRIES CO.",2/10/1947,,371.0,,151.0,,1.0,,,0.0,103.0,41.0,26.0,,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70040.0,7.0,1.0,0.0,4.0,,3.0,334.0,,87.0,87.0,1,6,3,0.0,0
1946-072,1946-072-01,1946-072-01-01,1946-072-01-01-01,3/31/1947,1,330 U.S. 552,67 S. Ct. 910,91 L. Ed. 1093,1947 U.S. LEXIS 2870,1946,1301,Vinson,291,KOTCH ET AL. v. BOARD OF RIVER PORT PILOT COMMISSIONERS FOR THE PORT OF NEW ORLEANS ET AL.,2/5/1947,,177.0,,4.0,22.0,2.0,117.0,22.0,0.0,302.0,22.0,300.0,22.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20060.0,2.0,1.0,0.0,2.0,,2.0,231.0,,78.0,87.0,1,5,4,0.0,0
1946-073,1946-073-01,1946-073-01-01,1946-073-01-01-01,3/31/1947,1,330 U.S. 567,67 S. Ct. 894,91 L. Ed. 1102,1947 U.S. LEXIS 2871,1946,1301,Vinson,72,"INTERSTATE COMMERCE COMMISSION v. MECHLING, DOING BUSINESS AS A. L. MECHLING BARGE LINE, ET AL.",2/12/1947,,366.0,,116.0,,2.0,66.0,,1.0,66.0,17.0,66.0,17.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80230.0,8.0,2.0,0.0,5.0,4.0,3.0,343.0,,78.0,87.0,1,7,2,0.0,0
1946-074,1946-074-01,1946-074-01-01,1946-074-01-01-01,3/31/1947,1,330 U.S. 585,67 S. Ct. 918,91 L. Ed. 1117,1947 U.S. LEXIS 2471,1946,1301,Vinson,453,PENFIELD COMPANY OF CALIFORNIA ET AL. v. SECURITIES & EXCHANGE COMMISSION,1/16/1947,,185.0,,405.0,,1.0,105.0,,0.0,29.0,,29.0,,0.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10080.0,1.0,2.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 385,81.0,87.0,1,7,2,0.0,0
1946-075,1946-075-01,1946-075-01-01,1946-075-01-01-01,3/31/1947,1,330 U.S. 610,67 S. Ct. 903,91 L. Ed. 1133,1947 U.S. LEXIS 2472,1946,1301,Vinson,384,NEW YORK EX REL. HALVEY v. HALVEY,2/5/1947,,253.0,,168.0,,1.0,,,0.0,302.0,37.0,300.0,37.0,0.0,10.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,110030.0,11.0,3.0,0.0,2.0,,1.0,143.0,,81.0,78.0,1,9,0,0.0,0
1946-076,1946-076-01,1946-076-01-01,1946-076-01-01-01,3/31/1947,1,330 U.S. 622,67 S. Ct. 886,91 L. Ed. 1140,1947 U.S. LEXIS 2473,1946,1301,Vinson,270,INDUSTRIAL COMMISSION OF WISCONSIN ET AL. v. McCARTIN ET AL.,1/17/1947,,4.0,58.0,151.0,,1.0,117.0,58.0,0.0,302.0,58.0,300.0,58.0,0.0,11.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,110030.0,11.0,3.0,0.0,2.0,,1.0,143.0,,82.0,87.0,1,9,0,1.0,1
1946-077,1946-077-01,1946-077-01-01,1946-077-01-01-01,3/31/1947,1,330 U.S. 631,67 S. Ct. 874,91 L. Ed. 1145,1947 U.S. LEXIS 2474,1946,1301,Vinson,49,HAUPT v. UNITED STATES,11/21/1946,,100.0,,27.0,,1.0,,,0.0,66.0,17.0,27.0,,1.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10600.0,1.0,1.0,0.0,1.0,,1.0,142.0,,84.0,87.0,1,8,1,0.0,0
1946-078,1946-078-01,1946-078-01-01,1946-078-01-01-01,3/31/1947,1,330 U.S. 649,67 S. Ct. 931,91 L. Ed. 1158,1947 U.S. LEXIS 2853,1946,1301,Vinson,22,LEVINSON v. SPECTOR MOTOR SERVICE,12/11/1945,10/21/1946,145.0,,151.0,,1.0,66.0,,0.0,302.0,17.0,300.0,17.0,0.0,10.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70040.0,7.0,1.0,0.0,4.0,,3.0,334.0,,86.0,87.0,1,6,3,0.0,0
1946-079,1946-079-01,1946-079-01-01,1946-079-01-01-01,3/31/1947,1,330 U.S. 695,67 S. Ct. 954,91 L. Ed. 1184,1947 U.S. LEXIS 2892,1946,1301,Vinson,41,PYRAMID MOTOR FREIGHT CORP. v. ISPASS ET AL.,10/22/1946,,245.0,,145.0,,1.0,66.0,,0.0,96.0,37.0,22.0,,0.0,10.0,4.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,70040.0,7.0,1.0,0.0,4.0,,3.0,352.0,,86.0,87.0,1,9,0,,2
1946-080,1946-080-01,1946-080-01-01,1946-080-01-01-01,4/7/1947,1,330 U.S. 709,67 S. Ct. 997,91 L. Ed. 1192,1947 U.S. LEXIS 2438,1946,1301,Vinson,430,"UNITED STATES v. OGILVIE HARDWARE CO., INC.",3/5/1947,,27.0,,240.0,,1.0,,,0.0,77.0,22.0,25.0,,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,120010.0,12.0,1.0,0.0,4.0,,6.0,600.0,56 Stat. 798,78.0,87.0,1,7,2,0.0,0
1946-081,1946-081-01,1946-081-01-01,1946-081-01-01-01,4/7/1947,1,330 U.S. 724,67 S. Ct. 1004,91 L. Ed. 1204,1947 U.S. LEXIS 2439,1946,1301,Vinson,585,UNITED STATES v. LEM HOY,3/14/1947,,27.0,,100.0,,2.0,,,0.0,51.0,6.0,51.0,6.0,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10480.0,1.0,1.0,0.0,4.0,,6.0,600.0,50 U.S.C. Â§ 1355,78.0,78.0,1,9,0,1.0,1
1946-082,1946-082-01,1946-082-01-01,1946-082-01-01-01,4/7/1947,1,330 U.S. 731,67 S. Ct. 1009,91 L. Ed. 1209,1947 U.S. LEXIS 2868,1946,1301,Vinson,207,"LAND, CHAIRMAN, UNITED STATES MARITIME COMMISSION, ET AL. v. DOLLAR ET AL.",2/11/1947,,349.0,,237.0,,1.0,49.0,,0.0,55.0,10.0,32.0,,0.0,10.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,90320.0,9.0,2.0,0.0,4.0,,4.0,400.0,,81.0,87.0,1,8,0,0.0,0
1946-083,1946-083-01,1946-083-01-01,1946-083-01-01-01,4/7/1947,1,330 U.S. 743,67 S. Ct. 1015,91 L. Ed. 1219,1947 U.S. LEXIS 2440,1946,1301,Vinson,27,"BRUCE'S JUICES, INC. v. AMERICAN CAN CO.",1/29/1946,11/14/1946,158.0,,184.0,,1.0,,,0.0,302.0,12.0,300.0,12.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80010.0,8.0,1.0,0.0,4.0,,3.0,364.0,,84.0,87.0,1,5,4,0.0,0
1946-084,1946-084-01,1946-084-01-01,1946-084-01-01-01,4/7/1947,1,330 U.S. 767,67 S. Ct. 1026,91 L. Ed. 1234,1947 U.S. LEXIS 2943,1946,1301,Vinson,55,BETHLEHEM STEEL CO. ET AL. v. NEW YORK STATE LABOR RELATIONS BOARD,12/14/1946,,151.0,,4.0,37.0,2.0,117.0,37.0,0.0,302.0,37.0,300.0,37.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,100030.0,10.0,2.0,0.0,4.0,,3.0,356.0,,84.0,87.0,1,9,0,1.0,1
1946-085,1946-085-01,1946-085-01-01,1946-085-01-01-01,4/14/1947,1,331 U.S. 1,67 S. Ct. 1047,91 L. Ed. 1301,1947 U.S. LEXIS 3021,1946,1301,Vinson,68,CRANE v. COMMISSIONER OF INTERNAL REVENUE,12/11/1946,,240.0,,369.0,,1.0,,,0.0,9.0,,22.0,,0.0,10.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,120010.0,12.0,2.0,0.0,4.0,,3.0,345.0,,87.0,87.0,1,6,3,0.0,0
1946-086,1946-086-01,1946-086-01-01,1946-086-01-01-01,4/14/1947,1,331 U.S. 17,67 S. Ct. 1056,91 L. Ed. 1312,1947 U.S. LEXIS 2941,1946,1301,Vinson,74,"WALLING, WAGE AND HOUR ADMINISTRATOR, v. HALLIBURTON OIL WELL CEMENTING CO.",2/7/1947,,371.0,,151.0,,1.0,,,0.0,51.0,6.0,29.0,,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70040.0,7.0,1.0,0.0,4.0,,3.0,334.0,,87.0,87.0,1,7,2,0.0,0
1946-087,1946-087-01,1946-087-01-01,1946-087-01-01-01,4/14/1947,1,331 U.S. 28,67 S. Ct. 1041,91 L. Ed. 1320,1947 U.S. LEXIS 2852,1946,1301,Vinson,371,UNITED STATES NATIONAL BANK ET AL. v. CHASE NATIONAL BANK ET AL.,2/7/1947,,135.0,,135.0,,1.0,,,0.0,111.0,45.0,23.0,,0.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,80030.0,8.0,1.0,0.0,4.0,,3.0,307.0,,82.0,87.0,1,8,1,1.0,2
1946-088,1946-088-01,1946-088-01-01,1946-088-01-01-01,4/14/1947,1,331 U.S. 40,67 S. Ct. 982,91 L. Ed. 1328,1947 U.S. LEXIS 2942,1946,1301,Vinson,85,TRAILMOBILE COMPANY ET AL. v. WHIRLS,12/19/1946,,151.0,,250.0,,1.0,,,0.0,104.0,41.0,26.0,,0.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20250.0,2.0,1.0,0.0,4.0,,3.0,366.0,,85.0,87.0,1,7,2,1.0,1
1946-089,1946-089-01,1946-089-01-01,1946-089-01-01-01,4/14/1947,1,331 U.S. 70,67 S. Ct. 1062,91 L. Ed. 1346,1947 U.S. LEXIS 2880,1946,1301,Vinson,83,"INDEPENDENT WAREHOUSES, INC. ET AL. v. SCHEELE, RECORDER OF THE TOWNSHIP OF SADDLE RIVER, ET AL.",12/16/1946,,122.0,,3.0,35.0,2.0,,,0.0,302.0,35.0,300.0,35.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80100.0,8.0,2.0,0.0,2.0,,2.0,231.0,,85.0,78.0,1,7,2,0.0,0
1946-090,1946-090-01,1946-090-01-01,1946-090-01-01-01,4/28/1947,1,331 U.S. 96,67 S. Ct. 1165,91 L. Ed. 1365,1947 U.S. LEXIS 2996,1946,1301,Vinson,755,McCULLOUGH v. KAMMERER CORPORATION ET AL.,4/8/1947,,177.0,,172.0,,1.0,,,0.0,51.0,6.0,29.0,,0.0,12.0,9.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,90380.0,9.0,2.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 227,78.0,78.0,1,9,0,1.0,1
1946-091,1946-091-01,1946-091-01-01,1946-091-01-01-01,4/28/1947,1,331 U.S. 100,67 S. Ct. 1140,91 L. Ed. 1368,1947 U.S. LEXIS 2357,1946,1301,Vinson,682,"FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. RHODES, SHERIFF, ET AL.",4/7/1947,,389.0,,195.0,,2.0,,,0.0,120.0,51.0,120.0,51.0,0.0,1.0,,1.0,1.0,3.0,0.0,1.0,0.0,0.0,90340.0,9.0,2.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 401,79.0,87.0,1,8,1,1.0,1
1946-092,1946-092-01,1946-092-01-01,1946-092-01-01-01,4/28/1947,1,331 U.S. 111,67 S. Ct. 1129,91 L. Ed. 1375,1947 U.S. LEXIS 2851,1946,1301,Vinson,583,"FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. MOHAWK WRECKING & LUMBER CO. ET AL.",4/1/1947,,389.0,,120.0,,1.0,89.0,,0.0,81.0,27.0,26.0,,0.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10360.0,1.0,1.0,0.0,4.0,,4.0,400.0,,81.0,87.0,1,9,0,1.0,1
1946-093,1946-093-01,1946-093-01-01,1946-093-01-01-01,4/28/1947,1,331 U.S. 125,67 S. Ct. 1136,91 L. Ed. 1386,1947 U.S. LEXIS 2997,1946,1301,Vinson,680,"CHAMPION SPARK PLUG CO. v. SANDERS ET AL., DOING BUSINESS AS PERFECT RECONDITION SPARK PLUG CO.",4/2/1947,,184.0,,233.0,,1.0,,,0.0,94.0,37.0,22.0,,0.0,4.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80200.0,8.0,2.0,0.0,4.0,,6.0,600.0,15 U.S.C. Â§ 99,81.0,87.0,1,9,0,0.0,0
1946-094,1946-094-01,1946-094-01-01,1946-094-01-01-01,4/28/1947,1,331 U.S. 132,67 S. Ct. 1168,91 L. Ed. 1391,1947 U.S. LEXIS 2899,1946,1301,Vinson,467,AYRSHIRE COLLIERIES CORP. ET AL. v. UNITED STATES ET AL.,4/7/1947,,234.0,,27.0,,2.0,66.0,,1.0,69.0,18.0,69.0,18.0,0.0,1.0,,2.0,1.0,5.0,0.0,1.0,0.0,0.0,90320.0,9.0,1.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 380,82.0,87.0,1,8,1,,2
1946-095,1946-095-01,1946-095-01-01,1946-095-01-01-01,5/5/1947,1,331 U.S. 145,67 S. Ct. 1098,91 L. Ed. 1399,1947 U.S. LEXIS 2936,1946,1301,Vinson,34,HARRIS v. UNITED STATES,12/12/1946,,100.0,,27.0,,1.0,,,0.0,107.0,42.0,30.0,,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10050.0,1.0,1.0,0.0,1.0,,2.0,205.0,,87.0,87.0,1,5,4,0.0,0
1946-096,1946-096-01,1946-096-01-01,1946-096-01-01-01,5/5/1947,1,331 U.S. 199,67 S. Ct. 1178,91 L. Ed. 1432,1947 U.S. LEXIS 2937,1946,1301,Vinson,497,149 MADISON AVENUE CORP. ET AL. v. ASSELTA ET AL.,2/11/1947,,151.0,,145.0,,1.0,,,0.0,96.0,37.0,22.0,,0.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,70040.0,7.0,2.0,0.0,4.0,,3.0,334.0,,87.0,87.0,1,9,0,0.0,0
1946-097,1946-097-01,1946-097-01-01,1946-097-01-01-01,5/5/1947,1,331 U.S. 210,67 S. Ct. 1175,91 L. Ed. 1441,1947 U.S. LEXIS 2994,1946,1301,Vinson,674,COMMISSIONER OF INTERNAL REVENUE v. MUNTER,4/10/1947,,369.0,,240.0,,1.0,69.0,,0.0,9.0,,23.0,,0.0,4.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,120010.0,12.0,2.0,0.0,4.0,,3.0,345.0,,78.0,87.0,1,9,0,1.0,2
